Word: ' Inspired' | Start: 0.00s | End: 2.16s
Word: ' that?' | Start: 656.96s | End: 657.40s
Word: ' Is' | Start: 657.40s | End: 657.60s
Word: ' there' | Start: 657.60s | End: 657.72s
Word: ' another' | Start: 657.74s | End: 658.02s
Word: ' 10' | Start: 658.02s | End: 658.24s
Word: '-sided' | Start: 658.24s | End: 658.44s
Word: ' die?' | Start: 658.44s | End: 658.44s
Word: ' Oh' | Start: 658.44s | End: 658.50s
Word: ' yeah,' | Start: 658.50s | End: 658.76s
Word: ' yeah,' | Start: 658.76s | End: 658.92s
Word: ' here.' | Start: 658.92s | End: 659.22s
Word: ' Here,' | Start: 659.22s | End: 659.56s
Word: ' no,' | Start: 659.56s | End: 659.72s
Word: ' no,' | Start: 659.72s | End: 659.80s
Word: ' no.' | Start: 659.80s | End: 659.96s
Word: ' We've' | Start: 659.96s | End: 660.10s
Word: ' got,' | Start: 660.10s | End: 660.28s
Word: ' we've' | Start: 660.28s | End: 660.54s
Word: ' got' | Start: 660.54s | End: 660.62s
Word: ' a' | Start: 660.62s | End: 660.72s
Word: ' different' | Start: 660.72s | End: 661.00s
Word: ' 10' | Start: 661.00s | End: 661.26s
Word: '-sided' | Start: 661.26s | End: 661.60s
Word: ' die.' | Start: 661.68s | End: 662.00s
Word: ' Here' | Start: 662.00s | End: 662.16s
Word: ' we' | Start: 662.16s | End: 662.26s
Word: ' go.' | Start: 662.26s | End: 663.00s
Word: ' That's' | Start: 663.00s | End: 663.56s
Word: ' it.' | Start: 663.56s | End: 664.26s
Word: ' All' | Start: 664.26s | End: 664.56s
Word: ' right.' | Start: 664.56s | End: 665.40s
Word: ' Don't' | Start: 665.40s | End: 667.26s
Word: ' roll' | Start: 667.26s | End: 667.42s
Word: ' it' | Start: 667.42s | End: 667.58s
Word: ' first.' | Start: 667.58s | End: 668.22s
Word: ' Should' | Start: 668.22s | End: 668.28s
Word: ' I,' | Start: 668.28s | End: 668.52s
Word: ' don't' | Start: 668.52s | End: 668.80s
Word: ' roll,' | Start: 668.80s | End: 669.02s
Word: ' oh,' | Start: 669.02s | End: 669.26s
Word: ' oh,' | Start: 669.26s | End: 669.42s
Word: ' right.' | Start: 669.42s | End: 669.70s
Word: ' So' | Start: 669.70s | End: 669.82s
Word: ' wait.' | Start: 669.94s | End: 670.26s
Word: ' You' | Start: 670.26s | End: 670.32s
Word: ' need' | Start: 670.32s | End: 670.42s
Word: ' to' | Start: 670.42s | End: 670.52s
Word: ' tell' | Start: 670.52s | End: 670.74s
Word: ' them' | Start: 670.74s | End: 670.92s
Word: ' what,' | Start: 670.92s | End: 671.26s
Word: ' what' | Start: 671.26s | End: 671.72s
Word: ' your' | Start: 671.72s | End: 671.94s
Word: ' options' | Start: 671.94s | End: 672.24s
Word: ' are.' | Start: 672.24s | End: 672.44s
Word: ' Oh' | Start: 672.44s | End: 672.44s
Word: ' yeah,' | Start: 672.44s | End: 672.44s
Word: ' I' | Start: 672.44s | End: 672.44s
Word: ' gotta' | Start: 672.44s | End: 672.44s
Word: ' tell' | Start: 672.44s | End: 672.56s
Word: ' them,' | Start: 672.56s | End: 672.80s
Word: ' tell' | Start: 672.80s | End: 673.12s
Word: ' them' | Start: 673.12s | End: 673.26s
Word: ' all' | Start: 673.26s | End: 673.38s
Word: ' the' | Start: 673.38s | End: 673.50s
Word: ' options.' | Start: 673.78s | End: 674.26s
Word: ' One' | Start: 674.26s | End: 674.90s
Word: ' is' | Start: 674.90s | End: 675.78s
Word: ' the' | Start: 675.78s | End: 676.00s
Word: ' Crosshair' | Start: 676.00s | End: 676.64s
Word: ' 5' | Start: 676.64s | End: 676.98s
Word: ' formula' | Start: 676.98s | End: 677.70s
Word: ' with' | Start: 677.70s | End: 678.18s
Word: ' an' | Start: 678.18s | End: 678.34s
Word: ' AMD' | Start: 678.34s | End: 678.94s
Word: ' FX' | Start: 678.94s | End: 679.90s
Word: ' 8350,' | Start: 679.90s | End: 680.88s
Word: ' and' | Start: 680.88s | End: 681.16s
Word: ' I' | Start: 681.16s | End: 681.28s
Word: ' bet' | Start: 681.28s | End: 681.48s
Word: ' Alex' | Start: 681.48s | End: 681.74s
Word: ' didn't' | Start: 681.74s | End: 682.06s
Word: ' check' | Start: 682.06s | End: 682.28s
Word: ' this.' | Start: 682.28s | End: 682.70s
Word: ' Do' | Start: 682.62s | End: 682.98s
Word: ' you' | Start: 682.98s | End: 683.04s
Word: ' know' | Start: 683.04s | End: 683.14s
Word: ' if' | Start: 683.14s | End: 683.24s
Word: ' this' | Start: 683.24s | End: 683.34s
Word: ' has' | Start: 683.34s | End: 683.52s
Word: ' bent' | Start: 683.52s | End: 683.70s
Word: ' pins?' | Start: 683.70s | End: 684.18s
Word: ' No.' | Start: 684.62s | End: 685.08s
Word: ' Okay,' | Start: 685.42s | End: 685.96s
Word: ' there' | Start: 685.96s | End: 686.30s
Word: ' was' | Start: 686.30s | End: 686.50s
Word: ' an' | Start: 686.50s | End: 686.64s
Word: ' incident' | Start: 686.64s | End: 687.04s
Word: ' a' | Start: 687.04s | End: 687.36s
Word: ' number' | Start: 687.36s | End: 687.62s
Word: ' of' | Start: 687.62s | End: 687.86s
Word: ' years' | Start: 687.86s | End: 688.24s
Word: ' back' | Start: 688.24s | End: 688.58s
Word: ' where' | Start: 688.84s | End: 688.90s
Word: ' we' | Start: 688.90s | End: 689.06s
Word: ' actually' | Start: 689.06s | End: 689.46s
Word: ' dropped' | Start: 689.46s | End: 690.14s
Word: ' our' | Start: 690.14s | End: 690.64s
Word: ' entire' | Start: 690.64s | End: 691.26s
Word: ' two' | Start: 691.26s | End: 691.76s
Word: ' trays' | Start: 691.76s | End: 692.20s
Word: ' of' | Start: 692.72s | End: 692.88s
Word: ' AMD' | Start: 692.88s | End: 693.32s
Word: ' CPUs' | Start: 693.32s | End: 694.34s
Word: ' and' | Start: 694.34s | End: 694.58s
Word: ' APUs.' | Start: 694.58s | End: 695.36s
Word: ' Do' | Start: 695.36s | End: 695.44s
Word: ' you' | Start: 695.44s | End: 695.52s
Word: ' know' | Start: 695.52s | End: 695.62s
Word: ' about' | Start: 695.62s | End: 695.80s
Word: ' this?' | Start: 695.80s | End: 696.16s
Word: ' No.' | Start: 696.16s | End: 696.56s
Word: ' Okay,' | Start: 696.76s | End: 697.04s
Word: ' we' | Start: 697.04s | End: 697.08s
Word: ' dropped' | Start: 697.08s | End: 697.34s
Word: ' all' | Start: 697.34s | End: 697.60s
Word: ' of' | Start: 697.60s | End: 697.76s
Word: ' them.' | Start: 697.76s | End: 698.06s
Word: ' And' | Start: 698.34s | End: 698.62s
Word: ' nobody' | Start: 698.62s | End: 699.24s
Word: ' has' | Start: 699.24s | End: 699.56s
Word: ' noticed' | Start: 699.56s | End: 700.08s
Word: ' that' | Start: 700.08s | End: 700.60s
Word: ' we' | Start: 700.60s | End: 700.72s
Word: ' didn't' | Start: 700.72s | End: 701.02s
Word: ' fix' | Start: 701.02s | End: 701.32s
Word: ' them' | Start: 701.32s | End: 701.56s
Word: ' after' | Start: 701.72s | End: 701.92s
Word: ' all' | Start: 701.92s | End: 702.08s
Word: ' these' | Start: 702.08s | End: 702.28s
Word: ' years' | Start: 702.28s | End: 702.62s
Word: ' because' | Start: 702.62s | End: 703.18s
Word: ' none' | Start: 703.18s | End: 703.52s
Word: ' of' | Start: 703.52s | End: 703.66s
Word: ' the' | Start: 703.66s | End: 703.80s
Word: ' CPUs' | Start: 703.80s | End: 704.52s
Word: ' from' | Start: 704.52s | End: 704.76s
Word: ' AMD' | Start: 704.76s | End: 705.18s
Word: ' of' | Start: 705.44s | End: 705.64s
Word: ' those' | Start: 705.64s | End: 705.88s
Word: ' eras' | Start: 705.88s | End: 706.30s
Word: ' matter' | Start: 706.30s | End: 706.80s
Word: ' at' | Start: 706.80s | End: 707.00s
Word: ' all.' | Start: 707.00s | End: 707.40s
Word: ' And' | Start: 707.56s | End: 707.66s
Word: ' we've' | Start: 707.66s | End: 707.86s
Word: ' never' | Start: 707.86s | End: 708.06s
Word: ' needed' | Start: 708.06s | End: 708.28s
Word: ' to' | Start: 708.28s | End: 708.46s
Word: ' test' | Start: 708.46s | End: 708.68s
Word: ' them' | Start: 708.68s | End: 708.86s
Word: ' for' | Start: 708.86s | End: 709.02s
Word: ' anything.' | Start: 709.02s | End: 709.56s
Word: ' So' | Start: 710.34s | End: 710.46s
Word: ' there's' | Start: 710.46s | End: 710.72s
Word: ' actually' | Start: 710.72s | End: 711.04s
Word: ' a' | Start: 711.04s | End: 711.24s
Word: ' solid' | Start: 711.24s | End: 711.60s
Word: ' chance' | Start: 711.60s | End: 712.04s
Word: ' that' | Start: 712.04s | End: 712.90s
Word: ' this' | Start: 712.90s | End: 713.12s
Word: ' thing' | Start: 713.12s | End: 713.34s
Word: ' has' | Start: 713.34s | End: 713.60s
Word: ' pins' | Start: 713.60s | End: 713.92s
Word: ' on' | Start: 713.92s | End: 714.16s
Word: ' it' | Start: 714.16s | End: 714.28s
Word: ' that' | Start: 714.28s | End: 714.42s
Word: ' are' | Start: 714.42s | End: 714.54s
Word: ' bent' | Start: 714.54s | End: 714.76s
Word: ' to' | Start: 714.76s | End: 714.92s
Word: ' hell,' | Start: 714.92s | End: 715.20s
Word: ' and' | Start: 715.30s | End: 715.40s
Word: ' we're' | Start: 715.40s | End: 715.56s
Word: ' going' | Start: 715.56s | End: 715.76s
Word: ' to' | Start: 715.76s | End: 715.92s
Word: ' have' | Start: 715.92s | End: 716.08s
Word: ' to' | Start: 716.08s | End: 716.30s
Word: ' repair' | Start: 716.30s | End: 716.82s
Word: ' it' | Start: 716.82s | End: 717.02s
Word: ' before' | Start: 717.02s | End: 717.24s
Word: ' we' | Start: 717.24s | End: 717.36s
Word: ' put' | Start: 717.36s | End: 717.52s
Word: ' it' | Start: 717.52s | End: 717.62s
Word: ' in' | Start: 717.62s | End: 717.72s
Word: ' the' | Start: 717.72s | End: 717.82s
Word: ' socket.' | Start: 717.82s | End: 718.44s
Word: ' You' | Start: 718.92s | End: 719.04s
Word: ' know' | Start: 719.04s | End: 719.12s
Word: ' what?' | Start: 719.12s | End: 719.36s
Word: ' Not' | Start: 719.36s | End: 719.52s
Word: ' bad.' | Start: 719.52s | End: 719.96s
Word: ' There's' | Start: 720.34s | End: 720.58s
Word: ' a' | Start: 720.58s | End: 720.72s
Word: ' little' | Start: 720.72s | End: 720.98s
Word: ' bit' | Start: 720.98s | End: 721.14s
Word: ' of' | Start: 721.14s | End: 721.26s
Word: ' a' | Start: 721.26s | End: 721.34s
Word: ' bend' | Start: 721.34s | End: 721.64s
Word: ' right' | Start: 721.64s | End: 722.04s
Word: ' here,' | Start: 722.04s | End: 722.36s
Word: ' but' | Start: 722.78s | End: 722.90s
Word: ' I' | Start: 722.90s | End: 723.02s
Word: ' think' | Start: 723.02s | End: 723.22s
Word: ' I' | Start: 723.22s | End: 723.36s
Word: ' can' | Start: 723.36s | End: 723.54s
Word: ' probably' | Start: 723.54s | End: 724.04s
Word: ' jam' | Start: 724.04s | End: 724.38s
Word: ' that' | Start: 724.38s | End: 724.60s
Word: ' into' | Start: 724.60s | End: 724.82s
Word: ' the' | Start: 724.82s | End: 725.00s
Word: ' socket' | Start: 725.00s | End: 725.36s
Word: ' without' | Start: 725.36s | End: 725.80s
Word: ' making' | Start: 725.80s | End: 726.68s
Word: ' any' | Start: 726.68s | End: 726.90s
Word: ' significant' | Start: 726.90s | End: 727.38s
Word: ' changes' | Start: 727.38s | End: 727.76s
Word: ' to' | Start: 727.76s | End: 728.00s
Word: ' it.' | Start: 728.00s | End: 728.12s
Word: ' Okay,' | Start: 728.20s | End: 728.42s
Word: ' good.' | Start: 728.42s | End: 728.76s
Word: ' Well,' | Start: 729.10s | End: 729.22s
Word: ' that's' | Start: 729.22s | End: 729.38s
Word: ' a' | Start: 729.38s | End: 729.44s
Word: ' good' | Start: 729.44s | End: 729.56s
Word: ' sign.' | Start: 729.56s | End: 730.10s
Word: ' This' | Start: 731.36s | End: 731.56s
Word: ' is' | Start: 731.56s | End: 731.64s
Word: ' a' | Start: 731.64s | End: 731.76s
Word: ' sick' | Start: 731.76s | End: 732.02s
Word: ' motherboard.' | Start: 732.02s | End: 732.68s
Word: ' Unfortunately,' | Start: 732.90s | End: 733.26s
Word: ' it's' | Start: 733.26s | End: 733.62s
Word: ' from' | Start: 733.62s | End: 733.76s
Word: ' 2012,' | Start: 733.76s | End: 734.34s
Word: ' and' | Start: 734.34s | End: 734.90s
Word: ' it's' | Start: 734.90s | End: 735.08s
Word: ' paired' | Start: 735.08s | End: 735.34s
Word: ' with' | Start: 735.34s | End: 735.60s
Word: ' an' | Start: 735.60s | End: 735.84s
Word: ' original' | Start: 735.84s | End: 736.30s
Word: ' AMD' | Start: 736.30s | End: 736.86s
Word: ' FX' | Start: 736.86s | End: 737.56s
Word: ' CPU,' | Start: 737.56s | End: 738.56s
Word: ' An' | Start: 738.98s | End: 739.16s
Word: ' 8' | Start: 739.16s | End: 739.60s
Word: '-core' | Start: 739.60s | End: 739.84s
Word: ' processor' | Start: 739.84s | End: 740.42s
Word: ' with' | Start: 740.42s | End: 741.04s
Word: ' lower' | Start: 741.04s | End: 741.40s
Word: ' IPC' | Start: 741.40s | End: 742.06s
Word: ' than' | Start: 742.06s | End: 742.30s
Word: ' a' | Start: 742.30s | End: 742.58s
Word: ' toaster.' | Start: 742.58s | End: 743.48s
Word: ' Um,' | Start: 743.80s | End: 744.52s
Word: ' what?' | Start: 744.52s | End: 745.64s
Word: ' Alex' | Start: 746.08s | End: 746.40s
Word: ' writes,' | Start: 746.40s | End: 746.86s
Word: ' recently' | Start: 746.86s | End: 747.32s
Word: ' I've' | Start: 747.32s | End: 747.62s
Word: ' seen' | Start: 747.62s | End: 747.80s
Word: ' some' | Start: 747.80s | End: 748.02s
Word: ' AMD' | Start: 748.02s | End: 748.32s
Word: ' fanboys' | Start: 748.32s | End: 748.84s
Word: ' try' | Start: 748.84s | End: 749.10s
Word: ' and' | Start: 749.10s | End: 749.22s
Word: ' say' | Start: 749.22s | End: 749.42s
Word: ' Bulldozer' | Start: 749.42s | End: 749.96s
Word: ' wasn't' | Start: 749.96s | End: 750.28s
Word: ' that' | Start: 750.28s | End: 750.48s
Word: ' bad.' | Start: 750.48s | End: 751.04s
Word: ' Yeah.' | Start: 751.34s | End: 751.56s
Word: ' You' | Start: 751.92s | End: 752.00s
Word: ' are' | Start: 752.00s | End: 752.26s
Word: ' wrong.' | Start: 752.26s | End: 752.94s
Word: ' This' | Start: 753.20s | End: 753.30s
Word: ' thing' | Start: 753.30s | End: 753.46s
Word: ' is' | Start: 753.46s | End: 753.62s
Word: ' terrible' | Start: 753.62s | End: 754.00s
Word: ' now' | Start: 754.00s | End: 754.34s
Word: ' and' | Start: 754.34s | End: 754.64s
Word: ' it' | Start: 754.64s | End: 754.76s
Word: ' was' | Start: 754.76s | End: 754.96s
Word: ' terrible' | Start: 754.96s | End: 755.42s
Word: ' then.' | Start: 755.42s | End: 756.02s
Word: ' Uh,' | Start: 756.26s | End: 757.44s
Word: ' re' | Start: 757.44s | End: 757.60s
Word: '-roll' | Start: 757.60s | End: 757.88s
Word: ' if' | Start: 757.88s | End: 758.18s
Word: ' you' | Start: 758.18s | End: 758.32s
Word: ' get' | Start: 758.32s | End: 758.56s
Word: ' it.' | Start: 758.56s | End: 758.82s
Word: ' Is' | Start: 759.14s | End: 759.26s
Word: ' there' | Start: 759.26s | End: 759.40s
Word: ' any' | Start: 759.40s | End: 759.58s
Word: ' way' | Start: 759.58s | End: 759.72s
Word: ' they' | Start: 759.72s | End: 759.92s
Word: ' can' | Start: 759.92s | End: 760.14s
Word: ' force' | Start: 760.14s | End: 760.48s
Word: ' me' | Start: 760.48s | End: 760.66s
Word: ' to' | Start: 760.66s | End: 760.80s
Word: ' re' | Start: 760.80s | End: 760.98s
Word: '-roll?' | Start: 760.98s | End: 761.40s
Word: ' No,' | Start: 762.00s | End: 762.42s
Word: ' so' | Start: 762.42s | End: 762.70s
Word: ' that's' | Start: 762.70s | End: 763.18s
Word: ' from' | Start: 763.18s | End: 763.40s
Word: ' when' | Start: 763.40s | End: 763.74s
Word: ' you' | Start: 763.74s | End: 764.50s
Word: ' were' | Start: 764.50s | End: 764.66s
Word: ' going' | Start: 764.66s | End: 764.92s
Word: ' to' | Start: 764.92s | End: 765.14s
Word: ' be' | Start: 765.14s | End: 765.38s
Word: ' using' | Start: 765.38s | End: 765.92s
Word: ' this' | Start: 765.92s | End: 766.16s
Word: ' computer.' | Start: 766.16s | End: 766.60s
Word: ' Oh,' | Start: 766.66s | End: 767.22s
Word: ' that's' | Start: 767.22s | End: 767.42s
Word: ' when' | Start: 767.42s | End: 767.56s
Word: ' I' | Start: 767.56s | End: 767.68s
Word: ' was' | Start: 767.68s | End: 767.84s
Word: ' rooting' | Start: 767.84s | End: 768.08s
Word: ' for' | Start: 768.08s | End: 768.32s
Word: ' it' | Start: 768.32s | End: 768.44s
Word: ' to' | Start: 768.44s | End: 768.58s
Word: ' be' | Start: 768.58s | End: 768.72s
Word: ' good.' | Start: 768.72s | End: 769.22s
Word: ' Ah,' | Start: 769.22s | End: 769.68s
Word: ' yes.' | Start: 769.68s | End: 770.10s
Word: ' So' | Start: 770.10s | End: 770.40s
Word: ' I' | Start: 770.40s | End: 770.64s
Word: ' am' | Start: 770.64s | End: 770.90s
Word: ' very' | Start: 770.90s | End: 771.64s
Word: ' much' | Start: 771.64s | End: 771.86s
Word: ' hoping' | Start: 771.86s | End: 772.20s
Word: ' for' | Start: 772.20s | End: 772.50s
Word: ' a' | Start: 772.50s | End: 772.68s
Word: ' one' | Start: 772.68s | End: 772.86s
Word: ' here.' | Start: 772.86s | End: 773.32s
Word: ' Next' | Start: 773.70s | End: 773.94s
Word: ' up.' | Start: 773.94s | End: 774.36s
Word: ' Oh,' | Start: 774.36s | End: 774.78s
Word: ' this' | Start: 774.78s | End: 774.94s
Word: ' isn't' | Start: 774.94s | End: 775.26s
Word: ' too' | Start: 775.26s | End: 775.44s
Word: ' bad.' | Start: 775.44s | End: 775.92s
Word: ' We've' | Start: 775.92s | End: 776.30s
Word: ' got' | Start: 776.30s | End: 776.48s
Word: ' an' | Start: 776.48s | End: 776.64s
Word: ' Intel' | Start: 776.64s | End: 776.92s
Word: ' Core' | Start: 776.92s | End: 777.24s
Word: ' i7' | Start: 777.24s | End: 777.66s
Word: ' 4790K' | Start: 777.66s | End: 779.08s
Word: ' and' | Start: 779.08s | End: 779.34s
Word: ' a' | Start: 779.34s | End: 779.46s
Word: ' Maximus' | Start: 779.46s | End: 780.00s
Word: ' 6' | Start: 780.00s | End: 780.22s
Word: ' Hero' | Start: 780.22s | End: 780.56s
Word: ' motherboard.' | Start: 780.56s | End: 781.44s
Word: ' This' | Start: 781.82s | End: 781.96s
Word: ' is' | Start: 781.96s | End: 782.18s
Word: ' a' | Start: 782.18s | End: 782.34s
Word: ' beast' | Start: 782.34s | End: 782.94s
Word: ' from' | Start: 782.94s | End: 784.10s
Word: ' 2014' | Start: 784.10s | End: 784.94s
Word: ' that' | Start: 784.94s | End: 785.60s
Word: ' has' | Start: 785.60s | End: 785.88s
Word: ' started' | Start: 785.88s | End: 786.22s
Word: ' to' | Start: 786.22s | End: 786.40s
Word: ' show' | Start: 786.40s | End: 786.56s
Word: ' its' | Start: 786.56s | End: 786.76s
Word: ' age,' | Start: 786.76s | End: 787.08s
Word: ' but' | Start: 787.08s | End: 787.52s
Word: ' is' | Start: 787.52s | End: 787.82s
Word: ' still' | Start: 787.82s | End: 788.18s
Word: ' capable' | Start: 788.18s | End: 788.80s
Word: ' of' | Start: 788.80s | End: 789.18s
Word: ' a' | Start: 789.18s | End: 789.34s
Word: ' pretty' | Start: 789.34s | End: 789.64s
Word: ' decent' | Start: 789.64s | End: 790.04s
Word: ' gaming' | Start: 790.04s | End: 790.30s
Word: ' experience,' | Start: 790.30s | End: 790.78s
Word: ' as' | Start: 790.90s | End: 791.46s
Word: ' long' | Start: 791.46s | End: 791.76s
Word: ' as' | Start: 791.76s | End: 791.96s
Word: ' you' | Start: 791.96s | End: 792.06s
Word: ' don't' | Start: 792.06s | End: 792.24s
Word: ' run' | Start: 792.24s | End: 792.38s
Word: ' into' | Start: 792.38s | End: 792.56s
Word: ' a' | Start: 792.56s | End: 792.70s
Word: ' situation' | Start: 792.70s | End: 793.08s
Word: ' where' | Start: 793.36s | End: 793.38s
Word: ' you're' | Start: 793.38s | End: 793.54s
Word: ' trying' | Start: 793.54s | End: 793.78s
Word: ' to' | Start: 793.78s | End: 793.96s
Word: ' play' | Start: 793.96s | End: 794.14s
Word: ' a' | Start: 794.14s | End: 794.30s
Word: ' game' | Start: 794.30s | End: 794.66s
Word: ' that' | Start: 794.92s | End: 795.06s
Word: ' requires,' | Start: 795.06s | End: 795.88s
Word: ' for' | Start: 795.88s | End: 796.04s
Word: ' example,' | Start: 796.04s | End: 796.46s
Word: ' an' | Start: 796.46s | End: 796.56s
Word: ' instruction' | Start: 796.56s | End: 796.88s
Word: ' set' | Start: 796.88s | End: 797.28s
Word: ' that' | Start: 797.40s | End: 797.52s
Word: ' the' | Start: 797.52s | End: 797.66s
Word: ' CPU' | Start: 797.66s | End: 798.10s
Word: ' simply' | Start: 798.10s | End: 798.88s
Word: ' does' | Start: 798.88s | End: 799.32s
Word: ' not' | Start: 799.32s | End: 799.90s
Word: ' support.' | Start: 799.90s | End: 801.06s
Word: ' It'll' | Start: 802.12s | End: 802.40s
Word: ' still' | Start: 802.40s | End: 802.62s
Word: ' rip' | Start: 802.62s | End: 802.88s
Word: ' though' | Start: 802.88s | End: 803.08s
Word: ' for' | Start: 803.08s | End: 803.34s
Word: ' all' | Start: 803.34s | End: 803.50s
Word: ' but' | Start: 803.50s | End: 803.64s
Word: ' the' | Start: 803.64s | End: 803.76s
Word: ' newest' | Start: 803.76s | End: 803.96s
Word: ' games.' | Start: 803.96s | End: 804.50s
Word: ' Then,' | Start: 804.86s | End: 805.46s
Word: ' wow,' | Start: 805.46s | End: 805.96s
Word: ' we've' | Start: 805.96s | End: 806.16s
Word: ' actually' | Start: 806.16s | End: 806.44s
Word: ' got,' | Start: 806.44s | End: 806.98s
