Word: ' bar' | Start: 0.04s | End: 0.34s
Word: ' they're' | Start: 2326.98s | End: 2327.04s
Word: ' both' | Start: 2327.04s | End: 2327.26s
Word: ' doing' | Start: 2327.26s | End: 2327.52s
Word: ' better' | Start: 2327.52s | End: 2328.16s
Word: ' than' | Start: 2328.26s | End: 2328.34s
Word: ' I' | Start: 2328.34s | End: 2328.46s
Word: ' thought' | Start: 2328.46s | End: 2328.70s
Word: ' actually.' | Start: 2328.70s | End: 2329.34s
Word: ' I' | Start: 2331.30s | End: 2331.48s
Word: ' don't' | Start: 2331.48s | End: 2331.60s
Word: ' know.' | Start: 2331.60s | End: 2331.82s
Word: ' I'm' | Start: 2331.82s | End: 2331.96s
Word: ' not' | Start: 2331.96s | End: 2332.06s
Word: ' saying' | Start: 2332.06s | End: 2332.34s
Word: ' never.' | Start: 2332.34s | End: 2332.84s
Word: ' It's' | Start: 2332.98s | End: 2333.16s
Word: ' possible' | Start: 2333.16s | End: 2333.60s
Word: ' Colton' | Start: 2333.60s | End: 2334.02s
Word: ' will' | Start: 2334.02s | End: 2334.24s
Word: ' talk' | Start: 2334.24s | End: 2334.48s
Word: ' me' | Start: 2334.48s | End: 2334.64s
Word: ' into' | Start: 2334.64s | End: 2334.84s
Word: ' it,' | Start: 2334.84s | End: 2335.12s
Word: ' or' | Start: 2335.24s | End: 2335.48s
Word: ' we' | Start: 2335.48s | End: 2335.98s
Word: ' will' | Start: 2335.98s | End: 2336.14s
Word: ' come' | Start: 2336.14s | End: 2336.30s
Word: ' up' | Start: 2336.30s | End: 2336.52s
Word: ' with' | Start: 2336.52s | End: 2336.70s
Word: ' an' | Start: 2336.70s | End: 2336.84s
Word: ' angle' | Start: 2336.84s | End: 2337.18s
Word: ' that' | Start: 2337.46s | End: 2337.54s
Word: ' really' | Start: 2337.54s | End: 2337.76s
Word: ' makes' | Start: 2337.76s | End: 2338.00s
Word: ' it' | Start: 2338.00s | End: 2338.18s
Word: ' feel' | Start: 2338.18s | End: 2338.62s
Word: ' sufficiently' | Start: 2340.08s | End: 2340.62s
Word: ' different' | Start: 2340.62s | End: 2341.20s
Word: ' from' | Start: 2341.20s | End: 2341.48s
Word: ' our' | Start: 2341.48s | End: 2341.62s
Word: ' regular' | Start: 2341.62s | End: 2341.92s
Word: ' content' | Start: 2341.92s | End: 2342.32s
Word: ' that' | Start: 2342.58s | End: 2342.64s
Word: ' I' | Start: 2342.64s | End: 2342.82s
Word: ' think' | Start: 2342.82s | End: 2343.64s
Word: ' we' | Start: 2343.64s | End: 2343.80s
Word: ' could' | Start: 2343.80s | End: 2344.02s
Word: ' justify' | Start: 2344.02s | End: 2344.58s
Word: ' it.' | Start: 2344.58s | End: 2344.96s
Word: ' But' | Start: 2345.42s | End: 2345.56s
Word: ' right' | Start: 2345.56s | End: 2345.82s
Word: ' now,' | Start: 2345.82s | End: 2346.32s
Word: ' there' | Start: 2346.32s | End: 2346.38s
Word: ' is' | Start: 2346.38s | End: 2346.60s
Word: ' nothing' | Start: 2346.60s | End: 2347.10s
Word: ' in' | Start: 2347.10s | End: 2349.16s
Word: ' the' | Start: 2349.16s | End: 2349.26s
Word: ' plan.' | Start: 2349.26s | End: 2349.68s
Word: ' And' | Start: 2350.08s | End: 2350.30s
Word: ' we' | Start: 2350.30s | End: 2350.50s
Word: ' have' | Start: 2350.50s | End: 2350.88s
Word: ' other' | Start: 2350.88s | End: 2351.32s
Word: ' business' | Start: 2351.32s | End: 2352.58s
Word: ' opportunities' | Start: 2352.58s | End: 2353.14s
Word: ' that' | Start: 2353.56s | End: 2353.76s
Word: ' we're' | Start: 2353.76s | End: 2354.34s
Word: ' looking' | Start: 2354.34s | End: 2354.62s
Word: ' at' | Start: 2354.62s | End: 2354.96s
Word: ' more' | Start: 2354.96s | End: 2355.60s
Word: ' imminently' | Start: 2355.60s | End: 2356.06s
Word: ' than' | Start: 2356.06s | End: 2356.26s
Word: ' that.' | Start: 2356.26s | End: 2356.62s
Word: ' Yeah,' | Start: 2356.70s | End: 2356.90s
Word: ' mining' | Start: 2356.90s | End: 2357.08s
Word: ' for' | Start: 2357.08s | End: 2357.24s
Word: ' gold.' | Start: 2357.24s | End: 2357.64s
Word: ' Yeah,' | Start: 2358.00s | End: 2358.54s
Word: ' like' | Start: 2358.54s | End: 2358.68s
Word: ' becoming' | Start: 2358.68s | End: 2359.00s
Word: ' a' | Start: 2359.00s | End: 2359.16s
Word: ' gold' | Start: 2359.16s | End: 2359.38s
Word: ' prospector' | Start: 2359.38s | End: 2360.06s
Word: ' if' | Start: 2360.14s | End: 2360.24s
Word: ' you' | Start: 2360.24s | End: 2360.34s
Word: ' were' | Start: 2360.34s | End: 2360.54s
Word: ' tuned' | Start: 2360.54s | End: 2361.10s
Word: ' into' | Start: 2361.10s | End: 2361.34s
Word: ' the' | Start: 2361.34s | End: 2361.54s
Word: ' pre' | Start: 2361.54s | End: 2361.76s
Word: '-stream,' | Start: 2361.76s | End: 2362.14s
Word: ' which' | Start: 2363.20s | End: 2363.48s
Word: ' is' | Start: 2363.48s | End: 2363.72s
Word: ' archived' | Start: 2363.72s | End: 2364.28s
Word: ' exclusively' | Start: 2364.28s | End: 2364.78s
Word: ' on' | Start: 2364.78s | End: 2365.06s
Word: ' Floatplane.' | Start: 2365.06s | End: 2365.56s
Word: ' If' | Start: 2366.38s | End: 2366.56s
Word: ' you' | Start: 2366.56s | End: 2366.66s
Word: ' guys' | Start: 2366.66s | End: 2366.82s
Word: ' want' | Start: 2366.82s | End: 2367.00s
Word: ' to' | Start: 2367.00s | End: 2367.08s
Word: ' go' | Start: 2367.08s | End: 2367.22s
Word: ' back' | Start: 2367.22s | End: 2367.46s
Word: ' and' | Start: 2367.46s | End: 2367.66s
Word: ' watch' | Start: 2367.66s | End: 2368.16s
Word: ' the' | Start: 2368.16s | End: 2368.36s
Word: ' pre' | Start: 2368.36s | End: 2368.58s
Word: '-show' | Start: 2368.58s | End: 2368.80s
Word: ' before' | Start: 2368.86s | End: 2369.20s
Word: ' WAN' | Start: 2369.20s | End: 2369.50s
Word: ' show' | Start: 2369.50s | End: 2369.76s
Word: ' or' | Start: 2369.76s | End: 2370.18s
Word: ' the' | Start: 2370.18s | End: 2370.40s
Word: ' pre' | Start: 2370.40s | End: 2370.64s
Word: '-stream' | Start: 2370.64s | End: 2370.88s
Word: ' before' | Start: 2371.14s | End: 2371.24s
Word: ' streams' | Start: 2371.24s | End: 2371.58s
Word: ' like' | Start: 2371.58s | End: 2371.82s
Word: ' this.' | Start: 2371.82s | End: 2372.28s
Word: ' That's' | Start: 2373.04s | End: 2373.32s
Word: ' a' | Start: 2373.32s | End: 2373.84s
Word: ' good' | Start: 2373.84s | End: 2374.12s
Word: ' kind' | Start: 2374.12s | End: 2374.54s
Word: ' of' | Start: 2374.54s | End: 2374.70s
Word: ' value' | Start: 2374.86s | End: 2375.22s
Word: ' for' | Start: 2375.22s | End: 2375.50s
Word: ' that' | Start: 2375.50s | End: 2375.66s
Word: ' membership,' | Start: 2375.66s | End: 2376.06s
Word: ' but' | Start: 2376.06s | End: 2376.72s
Word: ' that' | Start: 2376.72s | End: 2376.88s
Word: ' doesn't' | Start: 2376.96s | End: 2377.26s
Word: ' take' | Start: 2377.26s | End: 2377.64s
Word: ' away' | Start: 2377.64s | End: 2377.86s
Word: ' from' | Start: 2377.86s | End: 2378.22s
Word: ' just' | Start: 2378.72s | End: 2379.32s
Word: ' the' | Start: 2379.32s | End: 2379.60s
Word: ' tech' | Start: 2379.60s | End: 2380.00s
Word: ' knowledge' | Start: 2380.00s | End: 2380.68s
Word: ' that' | Start: 2380.90s | End: 2381.02s
Word: ' we're' | Start: 2381.02s | End: 2381.30s
Word: ' disseminating.' | Start: 2381.30s | End: 2382.46s
Word: ' Dan,' | Start: 2385.72s | End: 2386.00s
Word: ' you' | Start: 2386.00s | End: 2386.06s
Word: ' got' | Start: 2386.06s | End: 2386.16s
Word: ' another' | Start: 2386.16s | End: 2386.34s
Word: ' one' | Start: 2386.34s | End: 2386.44s
Word: ' for' | Start: 2386.44s | End: 2386.56s
Word: ' me?' | Start: 2386.56s | End: 2386.94s
Word: ' Yes,' | Start: 2387.70s | End: 2387.86s
Word: ' I' | Start: 2387.86s | End: 2388.00s
Word: ' do.' | Start: 2388.00s | End: 2388.34s
Word: ' Nice.' | Start: 2388.62s | End: 2389.18s
Word: ' Hi,' | Start: 2392.78s | End: 2393.18s
Word: ' little' | Start: 2393.18s | End: 2393.30s
Word: ' D,' | Start: 2393.30s | End: 2393.78s
Word: ' little' | Start: 2393.78s | End: 2394.06s
Word: ' L,' | Start: 2394.06s | End: 2394.54s
Word: ' and' | Start: 2394.54s | End: 2394.60s
Word: ' no' | Start: 2394.60s | End: 2394.80s
Word: ' big' | Start: 2394.90s | End: 2394.98s
Word: ' L.' | Start: 2394.98s | End: 2395.46s
Word: ' Just' | Start: 2395.46s | End: 2396.22s
Word: ' built' | Start: 2396.22s | End: 2396.68s
Word: ' my' | Start: 2396.82s | End: 2397.06s
Word: ' first' | Start: 2397.06s | End: 2397.72s
Word: ' PC' | Start: 2397.72s | End: 2398.26s
Word: ' with' | Start: 2398.26s | End: 2398.64s
Word: ' ARGB.' | Start: 2428.62s | End: 2428.62s
Word: ' Any' | Start: 2400.04s | End: 2400.24s
Word: ' suggestions' | Start: 2400.24s | End: 2400.66s
Word: ' on' | Start: 2400.66s | End: 2400.94s
Word: ' control' | Start: 2400.94s | End: 2401.32s
Word: ' software' | Start: 2401.32s | End: 2401.80s
Word: ' that' | Start: 2401.80s | End: 2402.08s
Word: ' won't' | Start: 2402.08s | End: 2402.38s
Word: ' make' | Start: 2402.38s | End: 2402.56s
Word: ' me' | Start: 2402.56s | End: 2402.72s
Word: ' run' | Start: 2402.72s | End: 2402.94s
Word: ' programs' | Start: 2402.94s | End: 2403.44s
Word: ' from' | Start: 2403.44s | End: 2403.66s
Word: ' three' | Start: 2403.66s | End: 2403.90s
Word: ' different' | Start: 2403.90s | End: 2404.18s
Word: ' manufacturers' | Start: 2404.18s | End: 2404.76s
Word: ' to' | Start: 2404.76s | End: 2405.40s
Word: ' work' | Start: 2405.40s | End: 2405.58s
Word: ' for' | Start: 2405.58s | End: 2405.78s
Word: ' RAM,' | Start: 2405.78s | End: 2406.26s
Word: ' GPU,' | Start: 2406.26s | End: 2406.56s
Word: ' and' | Start: 2406.56s | End: 2406.70s
Word: ' motherboard?' | Start: 2406.70s | End: 2407.24s
Word: ' I' | Start: 2408.00s | End: 2409.04s
Word: ' think' | Start: 2409.04s | End: 2409.46s
Word: ' I'm' | Start: 2409.46s | End: 2409.76s
Word: ' using' | Start: 2409.76s | End: 2410.06s
Word: ' SignalRGB' | Start: 2410.06s | End: 2410.94s
Word: ' on' | Start: 2410.94s | End: 2411.26s
Word: ' my' | Start: 2411.26s | End: 2411.50s
Word: ' system,' | Start: 2411.50s | End: 2411.92s
Word: ' my' | Start: 2411.92s | End: 2412.56s
Word: ' NCIX' | Start: 2412.56s | End: 2413.44s
Word: ' Sign' | Start: 2413.44s | End: 2414.08s
Word: ' PC' | Start: 2414.08s | End: 2414.48s
Word: ' in' | Start: 2414.48s | End: 2414.68s
Word: ' my' | Start: 2414.68s | End: 2414.80s
Word: ' office,' | Start: 2414.80s | End: 2415.16s
Word: ' and' | Start: 2415.16s | End: 2416.06s
Word: ' that' | Start: 2416.06s | End: 2416.26s
Word: ' seems' | Start: 2416.26s | End: 2416.58s
Word: ' to' | Start: 2416.58s | End: 2416.76s
Word: ' be' | Start: 2416.76s | End: 2416.94s
Word: ' going' | Start: 2416.94s | End: 2417.30s
Word: ' okay' | Start: 2417.30s | End: 2417.62s
Word: ' for' | Start: 2417.62s | End: 2417.96s
Word: ' me.' | Start: 2417.96s | End: 2418.40s
Word: ' I' | Start: 2418.78s | End: 2419.00s
Word: ' feel' | Start: 2419.00s | End: 2419.52s
Word: ' like' | Start: 2419.52s | End: 2419.70s
Word: ' that' | Start: 2419.70s | End: 2419.90s
Word: ' landscape' | Start: 2419.90s | End: 2420.48s
Word: ' is' | Start: 2420.48s | End: 2421.12s
Word: ' kind' | Start: 2421.12s | End: 2421.50s
Word: ' of' | Start: 2421.50s | End: 2421.70s
Word: ' always' | Start: 2421.70s | End: 2422.76s
Word: ' changing,' | Start: 2422.76s | End: 2423.30s
Word: ' and' | Start: 2423.30s | End: 2423.56s
Word: ' who' | Start: 2423.56s | End: 2423.98s
Word: ' has' | Start: 2423.98s | End: 2424.28s
Word: ' the' | Start: 2424.28s | End: 2424.46s
Word: ' low' | Start: 2424.46s | End: 2424.66s
Word: ' overhead' | Start: 2424.66s | End: 2425.06s
Word: ' application?' | Start: 2425.06s | End: 2426.22s
Word: ' It's' | Start: 2427.60s | End: 2427.78s
Word: ' kind' | Start: 2427.78s | End: 2427.94s
Word: ' of' | Start: 2427.94s | End: 2428.00s
Word: ' all' | Start: 2428.00s | End: 2428.16s
Word: ' over' | Start: 2428.16s | End: 2428.34s
Word: ' the' | Start: 2428.34s | End: 2428.48s
Word: ' place.' | Start: 2428.48s | End: 2429.00s
Word: ' for' | Start: 2428.84s | End: 2429.86s
Word: ' my' | Start: 2429.86s | End: 2430.06s
Word: ' own' | Start: 2430.06s | End: 2430.30s
Word: ' system,' | Start: 2430.30s | End: 2430.84s
Word: ' I' | Start: 2430.84s | End: 2431.04s
Word: ' can' | Start: 2431.04s | End: 2431.20s
Word: ' tell' | Start: 2431.20s | End: 2431.38s
Word: ' you' | Start: 2431.38s | End: 2431.50s
Word: ' right' | Start: 2431.50s | End: 2431.68s
Word: ' now,' | Start: 2431.68s | End: 2431.96s
Word: ' I' | Start: 2431.96s | End: 2432.16s
Word: ' don't' | Start: 2432.16s | End: 2432.34s
Word: ' bother.' | Start: 2432.34s | End: 2432.78s
Word: ' Like' | Start: 2433.02s | End: 2433.10s
Word: ' for' | Start: 2433.10s | End: 2433.22s
Word: ' my' | Start: 2433.22s | End: 2433.34s
Word: ' system' | Start: 2433.34s | End: 2433.58s
Word: ' at' | Start: 2433.58s | End: 2433.74s
Word: ' home' | Start: 2433.74s | End: 2433.96s
Word: ' where' | Start: 2433.96s | End: 2434.16s
Word: ' I' | Start: 2434.16s | End: 2434.26s
Word: ' actually' | Start: 2434.26s | End: 2434.54s
Word: ' care' | Start: 2434.54s | End: 2434.82s
Word: ' about' | Start: 2434.82s | End: 2435.14s
Word: ' performance,' | Start: 2435.14s | End: 2436.10s
Word: ' I' | Start: 2436.52s | End: 2436.82s
Word: ' just' | Start: 2436.82s | End: 2436.98s
Word: ' don't' | Start: 2436.98s | End: 2437.16s
Word: ' bother' | Start: 2437.16s | End: 2437.38s
Word: ' with' | Start: 2437.38s | End: 2437.58s
Word: ' it.' | Start: 2437.58s | End: 2437.74s
Word: ' I' | Start: 2437.80s | End: 2437.82s
Word: ' just' | Start: 2437.82s | End: 2438.10s
Word: ' let' | Start: 2438.10s | End: 2438.76s
Word: ' it' | Start: 2438.76s | End: 2438.90s
Word: ' be' | Start: 2438.90s | End: 2439.12s
Word: ' rainbow' | Start: 2439.12s | End: 2439.48s
Word: ' vomit,' | Start: 2439.48s | End: 2439.90s
Word: ' which' | Start: 2439.90s | End: 2440.44s
Word: ' doesn't' | Start: 2440.44s | End: 2440.96s
Word: ' have' | Start: 2440.96s | End: 2441.14s
Word: ' any' | Start: 2441.14s | End: 2441.36s
Word: ' CPU' | Start: 2441.36s | End: 2441.76s
Word: ' overhead,' | Start: 2441.76s | End: 2442.18s
Word: ' and' | Start: 2442.54s | End: 2442.74s
Word: ' I' | Start: 2442.74s | End: 2442.98s
Word: ' don't' | Start: 2442.98s | End: 2443.14s
Word: ' care.' | Start: 2443.14s | End: 2443.52s
Word: ' But' | Start: 2443.88s | End: 2444.06s
Word: ' if' | Start: 2444.06s | End: 2444.86s
Word: ' you' | Start: 2444.86s | End: 2444.98s
Word: ' care' | Start: 2444.98s | End: 2445.18s
Word: ' about' | Start: 2445.18s | End: 2445.44s
Word: ' it' | Start: 2445.44s | End: 2445.60s
Word: ' and' | Start: 2445.60s | End: 2445.72s
Word: ' you' | Start: 2445.72s | End: 2445.80s
Word: ' want' | Start: 2445.80s | End: 2445.94s
Word: ' to' | Start: 2445.94s | End: 2446.04s
Word: ' configure' | Start: 2446.04s | End: 2446.38s
Word: ' it,' | Start: 2446.38s | End: 2446.80s
Word: ' then' | Start: 2446.82s | End: 2446.98s
Word: ' maybe' | Start: 2446.98s | End: 2447.20s
Word: ' give' | Start: 2447.20s | End: 2447.38s
Word: ' SignalRGB' | Start: 2447.38s | End: 2447.92s
Word: ' a' | Start: 2447.92s | End: 2448.08s
Word: ' try.' | Start: 2448.08s | End: 2448.50s
Word: ' I'd' | Start: 2449.86s | End: 2450.52s
Word: ' say' | Start: 2450.52s | End: 2450.64s
Word: ' that' | Start: 2450.64s | End: 2450.76s
Word: ' would' | Start: 2450.76s | End: 2450.86s
Word: ' probably' | Start: 2450.86s | End: 2451.12s
Word: ' be' | Start: 2451.12s | End: 2451.30s
Word: ' your' | Start: 2451.30s | End: 2451.52s
Word: ' best' | Start: 2451.52s | End: 2451.94s
Word: ' bet.' | Start: 2451.94s | End: 2452.36s
Word: ' Full' | Start: 2452.36s | End: 2452.86s
Word: ' disclosure,' | Start: 2452.86s | End: 2453.64s
Word: ' they' | Start: 2453.64s | End: 2453.74s
Word: ' have' | Start: 2453.74s | End: 2453.92s
Word: ' been' | Start: 2453.92s | End: 2454.04s
Word: ' a' | Start: 2454.04s | End: 2454.16s
Word: ' sponsor' | Start: 2454.16s | End: 2454.46s
Word: ' of' | Start: 2454.46s | End: 2454.62s
Word: ' ours' | Start: 2454.62s | End: 2454.76s
Word: ' in' | Start: 2454.76s | End: 2454.86s
Word: ' the' | Start: 2454.86s | End: 2454.94s
Word: ' past.' | Start: 2454.94s | End: 2455.26s
Word: ' I' | Start: 2455.26s | End: 2455.34s
Word: ' don't' | Start: 2455.34s | End: 2455.44s
Word: ' think' | Start: 2455.44s | End: 2455.58s
Word: ' we've' | Start: 2455.58s | End: 2455.78s
Word: ' worked' | Start: 2455.78s | End: 2455.94s
Word: ' with' | Start: 2455.94s | End: 2456.08s
Word: ' them' | Start: 2456.08s | End: 2456.20s
Word: ' recently,' | Start: 2456.20s | End: 2456.60s
Word: ' but' | Start: 2456.60s | End: 2456.88s
Word: ' hey,' | Start: 2456.88s | End: 2457.36s
Word: ' there' | Start: 2457.36s | End: 2457.50s
Word: ' you' | Start: 2457.50s | End: 2457.58s
Word: ' go.' | Start: 2457.58s | End: 2457.92s
Word: ' make' | Start: 2458.50s | End: 2458.70s
Word: ' of' | Start: 2458.70s | End: 2458.82s
Word: ' that' | Start: 2458.82s | End: 2458.88s
Word: ' what' | Start: 2458.88s | End: 2459.00s
Word: ' you' | Start: 2459.00s | End: 2459.10s
Word: ' will.' | Start: 2459.10s | End: 2459.52s
Word: ' Signal' | Start: 2459.90s | End: 2460.30s
Word: ' is' | Start: 2460.30s | End: 2460.50s
Word: ' good.' | Start: 2460.50s | End: 2460.78s
Word: ' That's' | Start: 2460.78s | End: 2461.00s
Word: ' what' | Start: 2461.00s | End: 2461.14s
Word: ' I' | Start: 2461.14s | End: 2461.24s
Word: ' would' | Start: 2461.24s | End: 2461.74s
Word: ' recommend.' | Start: 2461.74s | End: 2462.14s
Word: ' You' | Start: 2462.24s | End: 2462.34s
Word: ' use' | Start: 2462.34s | End: 2462.52s
Word: ' signal' | Start: 2462.52s | End: 2462.70s
Word: ' as' | Start: 2462.70s | End: 2462.84s
Word: ' well?' | Start: 2462.84s | End: 2463.12s
Word: ' Okay,' | Start: 2463.12s | End: 2463.42s
Word: ' cool.' | Start: 2463.42s | End: 2463.80s
Word: ' There' | Start: 2465.36s | End: 2465.56s
Word: ' is' | Start: 2465.56s | End: 2465.70s
Word: ' no' | Start: 2465.70s | End: 2465.80s
Word: ' perfect' | Start: 2465.80s | End: 2466.08s
Word: ' one,' | Start: 2466.08s | End: 2466.36s
Word: ' though.' | Start: 2466.36s | End: 2466.84s
Word: ' Yeah,' | Start: 2467.26s | End: 2467.66s
Word: ' that's' | Start: 2467.66s | End: 2468.00s
Word: ' fair.' | Start: 2468.00s | End: 2468.50s
Word: ' Just' | Start: 2470.78s | End: 2470.98s
Word: ' plugging' | Start: 2470.98s | End: 2471.20s
Word: ' in' | Start: 2471.20s | End: 2471.52s
Word: ' a' | Start: 2472.44s | End: 2472.46s
Word: ' fan' | Start: 2472.46s | End: 2472.88s
Word: ' connector' | Start: 2472.88s | End: 2473.24s
Word: ' here.' | Start: 2473.24s | End: 2473.78s
Word: ' I'm' | Start: 2474.28s | End: 2474.96s
Word: ' going' | Start: 2474.96s | End: 2475.06s
Word: ' to' | Start: 2475.06s | End: 2475.14s
Word: ' try.' | Start: 2475.14s | End: 2475.42s
Word: ' This' | Start: 2475.42s | End: 2475.48s
Word: ' is' | Start: 2475.48s | End: 2475.58s
Word: ' going' | Start: 2475.58s | End: 2475.64s
Word: ' to' | Start: 2475.64s | End: 2475.68s
Word: ' be' | Start: 2475.68s | End: 2475.76s
Word: ' pretty' | Start: 2475.76s | End: 2475.94s
Word: ' tough.' | Start: 2475.94s | End: 2476.28s
Word: ' Okay,' | Start: 2476.36s | End: 2476.48s
Word: ' Dan,' | Start: 2476.48s | End: 2476.70s
Word: ' you' | Start: 2476.70s | End: 2476.72s
Word: ' want' | Start: 2476.72s | End: 2476.82s
Word: ' to' | Start: 2476.82s | End: 2476.86s
Word: ' hit' | Start: 2476.86s | End: 2476.94s
Word: ' me' | Start: 2476.94s | End: 2477.02s
Word: ' again' | Start: 2477.02s | End: 2477.22s
Word: ' while' | Start: 2477.22s | End: 2477.40s
Word: ' I' | Start: 2477.40s | End: 2477.58s
Word: ' try' | Start: 2477.58s | End: 2477.90s
Word: ' and' | Start: 2477.90s | End: 2478.02s
Word: ' fight' | Start: 2478.02s | End: 2478.14s
Word: ' with' | Start: 2478.20s | End: 2478.26s
Word: ' this' | Start: 2478.26s | End: 2478.42s
Word: ' thing?' | Start: 2478.42s | End: 2478.80s
Word: ' Yeah,' | Start: 2478.80s | End: 2479.22s
Word: ' sure.' | Start: 2479.22s | End: 2479.68s
Word: ' I' | Start: 2480.06s | End: 2480.26s
Word: ' really' | Start: 2480.26s | End: 2480.58s
Word: ' wish' | Start: 2480.58s | End: 2480.82s
Word: ' I' | Start: 2480.82s | End: 2480.94s
Word: ' did' | Start: 2480.94s | End: 2481.06s
Word: ' this' | Start: 2481.06s | End: 2481.22s
Word: ' before' | Start: 2481.22s | End: 2481.44s
Word: ' I' | Start: 2481.44s | End: 2481.56s
Word: ' put' | Start: 2481.56s | End: 2481.70s
Word: ' in' | Start: 2481.70s | End: 2481.80s
Word: ' this' | Start: 2481.80s | End: 2481.96s
Word: ' NIG.' | Start: 2482.08s | End: 2482.52s
Word: ' I' | Start: 2482.52s | End: 2483.14s
Word: ' put' | Start: 2483.14s | End: 2483.50s
Word: ' PTM' | Start: 2483.50s | End: 2484.16s
Word: ' 7950' | Start: 2484.34s | End: 2485.22s
Word: ' on' | Start: 2485.22s | End: 2485.40s
Word: ' my' | Start: 2485.40s | End: 2485.56s
Word: ' CPU' | Start: 2485.56s | End: 2485.90s
Word: ' and' | Start: 2485.94s | End: 2486.34s
Word: ' I' | Start: 2486.34s | End: 2486.50s
